emoji,label,word_count,fit3_count,words
🧢,billed cap,6,3,beret;cap;sombrero;fez;visor;yarmulke
🍕,pizza,6,1,pizza;binge;pepperoni;pizzeria;slice;whole
🦯,white cane,6,0,blind;cane;decrepit;hobble;crook;decrepitude
👚,woman’s clothes,6,1,blouse;camisole;sleeveless;smock;halter;prim
🏏,cricket game,6,1,cricket;bludgeon;croquet;wicket;cudgel;truncheon
👢,woman’s boot,6,1,boot;bootee;bootie;overshoe;galosh;mukluk
🏀,basketball,6,2,dribble;dunk;bounce;bouncing;bouncy;rebound
🍗,poultry leg,6,2,feast;nugget;rotisserie;breast;giblets;skinless
🍃,leaf fluttering in wind,6,1,breeze;breezy;delicate;leafy;rustle;zephyr
🦗,cricket,6,2,cicada;mantis;katydid;locust;chitin;hopper
🎥,movie camera,6,0,cinematography;demo;documentary;footage;motion;filmy
📯,postal horn,6,1,horn;honk;summon;toot;clarion;herald
👟,running shoe,6,1,sneaker;cleat;moccasin;sole;insole;scuff
⌨️,keyboard,6,0,command;input;stenographer;type;typist;stenography
🪄,magic wand,6,1,wand;conjure;invoke;levitate;levitation;sorcery
🌗,last quarter moon,6,0,convex;equinox;phase;semicircle;equinoctial;semicircular
😫,tired face,6,1,stress;convulse;convulsion;convulsive;ordeal;stressful
🤤,drooling face,6,1,drool;crave;craving;salivate;salivation;slobber
⚱️,funeral urn,6,0,cremate;cremation;crematoria;crematorium;crematory;pall
🔟,keycap: 10,6,1,ten;dozen;fourteen;tenth;decade;fourteenth
🪆,nesting dolls,6,1,doll;dolly;dummy;effigy;voodoo;voodooism
🍶,sake,6,0,flagon;sake;thermos;vinegar;dregs;vinegary
🧝,elf,6,1,elf;dwarf;dwarves;elfin;elves;elfish
🔚,END arrow,6,1,end;ending;last;unquote;lastly;omega
🤺,person fencing,6,1,fencing;lunge;parry;riposte;swordsman;touche
🟣,purple circle,6,2,purple;violet;indigo;magenta;mauve;purplish
🦘,kangaroo,6,1,kangaroo;jumper;leap;marsupial;wallaby;leapt
📶,antenna bars,6,0,signal;wireless;kilocycle;kilohertz;signalize;signally
🚱,non-potable water,6,0,sober;sobriety;teetotal;teetotaler;teetotaller;temperance
🛳️,passenger ship,5,2,cruise;voyage;aboard;barge;deck
👌,OK hand,5,1,okay;adequate;fine;adequacy;cinch
🎂,birthday cake,5,1,cake;age;icing;tier;centenarian
🐊,crocodile,5,3,alligator;crocodile;swamp;everglade;quagmire
💘,heart with arrow,5,1,valentine;amorous;amour;amatory;aphrodisiac
🚑️,ambulance,5,4,ambulance;paramedic;rescue;stretcher;paramedical
☮️,peace symbol,5,1,peace;antiwar;nirvana;nonviolence;nonviolent
🕹️,joystick,5,1,arcade;manipulate;manipulation;throttle;manipulative
🌹,rose,5,1,rose;rosette;rosy;attar;roseate
🍌,banana,5,1,banana;peel;plantain;peeling;potassium
🪜,ladder,5,2,ladder;stair;rung;banister;newel
🧔,person: beard,5,1,beard;caveman;hirsute;stubble;stubbly
🥕,carrot,5,2,carrot;ingredient;beet;parsnip;produce
🔱,trident emblem,5,2,spear;trident;harpoon;bifurcate;bifurcation
🥀,wilted flower,5,0,blight;wilt;wither;withers;wizened
🥞,pancakes,5,1,crepe;blintz;brunch;crumpet;stack
🛖,hut,5,2,cabin;hut;booth;hovel;thatch
🗜️,clamp,5,0,compactor;compress;compression;compressor;bracket
🐃,water buffalo,5,2,buffalo;yak;stampede;wildebeest;gnu
🧅,onion,5,1,onion;leek;scallion;shallot;bulbous
🚕,taxi,5,2,cab;taxi;cabbie;cabby;hackney
🏕️,camping,5,1,camp;nomad;nomadic;scout;scouting
🚤,speedboat,5,0,canal;jetty;pier;hydrofoil;hydroplane
🍢,oden,5,2,kabob;kebab;croquette;skewer;canape
🦀,crab,5,2,crab;crustacean;cancer;cancerous;nipper
🔠,input latin uppercase,5,0,capitalization;capitalize;distinct;distinctive;superscript
🍅,tomato,5,2,ketchup;tomato;catsup;persimmon;sauce
🍟,french fries,5,1,fries;chip;crisp;crispy;greasy
🚁,helicopter,5,2,copter;helicopter;chopper;heliport;hover
🛝,playground slide,5,1,slide;chute;slider;slip;slid
🖱️,computer mouse,5,2,click;cursor;drag;pointer;peripheral
🤹,person juggling,5,1,juggle;coordination;fidget;fidgety;deft
💞,revolving hearts,5,0,intimacy;intimate;copulate;copulation;intercourse
🧎,person kneeling,5,2,crouch;kneel;stoop;hunker;knelt
🥧,pie,5,2,pie;tart;crust;quiche;pi
🍹,tropical drink,5,1,daiquiri;margarita;rum;julep;toddy
🥪,sandwich,5,3,deli;hoagie;sub;delicatessen;pastrami
🧨,firecracker,5,2,demolition;dynamite;demolish;fuse;fuze
📁,file folder,5,3,directory;file;folder;dossier;filing
🏬,department store,5,3,mall;shop;store;emporium;emporia
🦖,T-Rex,5,2,extinct;extinction;prehistoric;pterodactyl;prehistory
📠,fax machine,5,2,facsimile;fax;telegraph;telegraphic;telegraphy
♀️,female sign,5,1,female;feminine;femininity;feminism;feminist
😉,winking face,5,1,wink;flirt;nod;flirtation;flirtatious
🕴️,person in suit levitating,5,1,gangster;mafioso;racketeer;urbane;urbanity
🎚️,level slider,5,0,gradient;intermediate;gradation;modulate;modulation
🤼,people wrestling,5,2,wrestle;wrestling;grapple;jostle;tussle
😷,face with medical mask,5,2,mask;respirator;hives;rheum;rheumy
🪐,ringed planet,5,1,planet;interplanetary;planetarium;planetary;planetaria
🩳,shorts,5,2,leggings;shorts;kilt;legging;pajamas
💆,person getting massage,5,2,massage;spa;masseur;masseuse;pamper
🧓,older person,5,0,mature;maturity;retiree;retirement;venerable
🖤,black heart,5,0,obsidian;widow;sable;widower;widowhood
⛈️,cloud with lightning and rain,5,2,storm;thunder;ominous;stormy;thunderous
🥈,2nd place medal,5,1,silver;penultimate;pewter;silvery;sterling
🛐,place of worship,5,0,sanctuary;polytheism;polytheist;polytheistic;sanctum
2️⃣,keycap: 2,5,1,two;secondary;twice;secondly;twain
👭,women holding hands,5,2,sister;women;sisterhood;sorority;womenfolks
👣,footprints,5,1,stomp;trace;tread;squelch;underfoot
🧕,woman with headscarf,4,0,bandana;bandanna;abbess;mufti
👽️,alien,4,1,alien;abduct;abduction;earthling
👜,handbag,4,1,bag;accessory;clutch;tote
🆘,SOS button,4,1,help;aid;survival;survive
💿️,optical disk,4,3,album;disc;record;vinyl
🤙,call me hand,4,0,aloha;dude;pinky;pinkie
🔡,input latin lowercase,4,0,alphanumeric;braille;indecipherable;subscript
🎛️,control knobs,4,0,analog;analogue;regulate;rheostat
🖌️,paintbrush,4,1,brush;smudge;applicator;smudgy
🔃,clockwise vertical arrows,4,0,approximate;invert;approximation;upend
🐠,tropical fish,4,2,aquarium;reef;guppy;aquaria
🐧,penguin,4,1,penguin;auk;flightless;rookery
🗼,Tokyo tower,4,1,tower;spire;towering;babel
🥓,bacon,4,1,bacon;rasher;bologna;streaky
🪱,worm,4,1,worm;bait;nematode;wormy
🥐,croissant,4,4,bakery;croissant;pastry;scone
🦲,bald,4,0,bald;hairless;balding;toupee
🛁,bathtub,4,3,bath;bathe;tub;luxuriate
🎱,pool 8 ball,4,2,billiards;bingo;cue;carom
🍪,cookie,4,3,biscuit;cookie;macaroon;wafer
😅,grinning face with sweat,4,0,corny;blooper;whew;whoops
🖋️,fountain pen,4,1,ink;blot;nib;personalize
🪡,sewing needle,4,2,needle;thimble;bodkin;thimbleful
🎳,bowling,4,1,bowling;bowler;ninepins;chuck
🚙,sport utility vehicle,4,2,limo;limousine;buggy;ford
🎃,jack-o-lantern,4,2,pumpkin;squash;gourd;calabash
👳,person wearing turban,4,1,turban;sultan;caliph;sultanate
📹️,video camera,4,3,camcorder;surveillance;video;cameraman
🐓,rooster,4,1,rooster;cock;cockerel;capon
🍻,clinking beer mugs,4,0,rowdy;carouse;rowdyism;wassail
🛺,auto rickshaw,4,1,rickshaw;carriage;ricksha;jinrikisha
🖍️,crayon,4,2,chalk;crayon;deface;defacement
🏇,horse racing,4,2,jockey;rider;chariot;charioteer
🐿️,chipmunk,4,2,chipmunk;squirrel;gopher;marmot
↪️,left arrow curving right,4,0,indirect;redirect;circumvent;circumvention
👯,people with bunny ears,4,1,twin;clone;identical;pair
🚆,train,4,1,train;commute;commuter;express
🦝,raccoon,4,1,raccoon;coon;opossum;stole
💲,heavy dollar sign,4,2,cost;price;inexpensive;revalue
🫙,jar,4,1,jar;lid;preserve;cruet
🍩,doughnut,4,1,donut;cruller;glaze;tubby
🙃,upside-down face,4,0,daft;dimwitted;dolt;doltish
🚉,station,4,1,station;depot;platform;interurban
😃,grinning face with big eyes,4,0,eager;perky;keen;spirited
💹,chart increasing with yen,4,0,economic;economics;economist;economy
📛,name badge,4,0,name;surname;entitle;entitlement
🪤,mouse trap,4,1,trap;entrap;snare;entrapment
🧰,toolbox,4,1,kit;equipment;factotum;multipurpose
5️⃣,keycap: 5,4,1,five;fifth;fifty;quintuple
🦩,flamingo,4,1,flamingo;pelican;stork;wader
4️⃣,keycap: 4,4,2,four;fourth;quadruple;foursome
🍤,fried shrimp,4,2,shrimp;tempura;fritter;scampi
🦃,turkey,4,1,turkey;gobble;stuffing;gobbler
💂,guard,4,2,guard;soldier;guerrilla;guerilla
🦛,hippopotamus,4,3,hippo;hippopotami;hippopotamus;hippy
🥘,shallow pan of food,4,1,wok;hodgepodge;melange;mishmash
🛂,passport control,4,1,visa;immigrant;immigrate;immigration
🙊,speak-no-evil monkey,4,0,introvert;indelicacy;indelicate;introversion
ℹ️,information,4,2,info;information;informative;regarding
🦺,safety vest,4,2,safety;vest;jerkin;vested
🥋,martial arts uniform,4,2,judo;karate;jujitsu;martial
✡️,star of David,4,1,rabbi;kosher;rabbinical;swastika
🩱,one-piece swimsuit,4,0,leotard;skimpy;tights;spandex
♂️,male sign,4,1,male;masculine;mannish;masculinity
🩻,x-ray,4,0,mammogram;radiology;mammography;radiologist
🚇️,metro,4,2,metro;subway;overcrowd;underground
📽️,film projector,4,1,projector;projection;microfilm;projectionist
🪚,carpentry saw,4,1,saw;sawn;mortise;sawyer
🧟,zombie,4,2,mummy;zombie;mummify;mummification
🟦,blue square,4,1,square;oblong;pixel;teal
🪴,potted plant,4,1,terrarium;philodendron;planter;terraria
🪧,placard,4,3,placard;poster;sign;slogan
👝,clutch bag,4,1,sack;pouch;sachet;sac
🛞,wheel,4,1,tire;skid;retread;tubeless
🪘,long drum,4,0,shaman;tribe;tribal;tribesman
♨️,hot springs,4,1,steam;simmer;steamer;steamy
⛴️,ferry,3,1,ferry;abeam;scow
🪃,boomerang,3,1,boomerang;aboriginal;aborigine
🔛,ON! arrow,3,0,activate;on;activation
⏭️,next track button,3,0,after;afterward;afterwards
🫡,saluting face,3,1,salute;allegiance;commanding
🦙,llama,3,2,alpaca;llama;vicuna
🟠,orange circle,3,0,amber;rust;rusty
💜,purple heart,3,1,lilac;amethyst;lavender
🦽,manual wheelchair,3,0,amputee;cripple;crippled
🐰,rabbit face,3,2,bunny;rabbit;angora
🦍,gorilla,3,2,ape;gorilla;anthropoid
🥽,goggles,3,2,apron;goggles;goggle
🫏,donkey,3,1,donkey;ass;burro
🩰,ballet shoes,3,3,ballerina;ballet;tutu
🌤️,sun behind small cloud,3,0,balmy;clement;temperate
🦣,mammoth,3,2,mammoth;mastodon;behemoth
🫐,blueberries,3,1,berry;currant;sloe
🚴,person biking,3,2,bicyclist;cyclist;courier
🏍️,motorcycle,3,1,biker;motocross;pillion
💁,person tipping hand,3,0,hostess;receptionist;bimbo
⬛️,black large square,3,1,black;blacken;blackish
🧃,beverage box,3,2,blender;juice;juicer
👒,woman’s hat,3,1,bonnet;milliner;millinery
🫂,people hugging,3,0,bosom;enfold;smother
🪥,toothbrush,3,0,bristle;bristly;dentifrice
🦕,sauropod,3,2,brontosaurus;dinosaur;primeval
🥉,3rd place medal,3,1,bronze;copper;tarnish
🌯,burrito,3,3,burrito;enchilada;gyro
🐫,two-hump camel,3,2,camel;dromedary;hump
🚐,minibus,3,1,van;camper;caravan
🍠,roasted sweet potato,3,1,yam;cassava;taro
🍒,cherries,3,1,cherry;topping;pickings
🕐️,one o’clock,3,1,clock;rarely;simultaneous
🧄,garlic,3,1,garlic;clove;garlicky
📑,bookmark tabs,3,0,collate;collateral;collation
🛎️,bellhop bell,3,0,concierge;counter;service
🍦,soft ice cream,3,1,cone;scoop;vanilla
🚻,restroom,3,0,gender;continence;unisex
📔,notebook with decorative cover,3,1,diary;cover;diarist
🥨,pretzel,3,1,pretzel;crunch;crunchy
🍱,bento box,3,1,lunch;morsel;delicacy
📨,incoming envelope,3,0,despatch;dispatch;telegram
🥸,disguised face,3,1,disguise;mustache;moustache
✔️,check mark,3,0,ditto;mark;marked
🦤,dodo,3,2,dodo;emu;ostrich
🐬,dolphin,3,2,dolphin;porpoise;flipper
🦈,shark,3,2,fin;shark;dorsal
✌️,victory hand,3,0,double;hippie;doubly
☯️,yin yang,3,0,karma;duality;oneness
🛗,elevator,3,2,elevator;escalator;shaft
🪺,nest with eggs,3,1,nest;eyrie;nestle
😾,pouting cat,3,0,ferocious;ferocity;growl
🎆,fireworks,3,0,finale;pyrotechnic;pyrotechnics
👆️,backhand index pointing up,3,1,finger;swipe;fingering
🙁,slightly frowning face,3,1,frown;infelicitous;infelicity
🖕,middle finger,3,0,fuck;fucker;fucking
🐹,hamster,3,2,gerbil;hamster;lemming
🛩️,small airplane,3,1,glider;hangar;yaw
🥅,goal net,3,1,net;goalie;netting
🩶,grey heart,3,0,gray;grey;grayish
🥱,yawning face,3,1,yawn;hackneyed;jejune
💢,anger symbol,3,0,hateful;hatred;hypertension
🙉,hear-no-evil monkey,3,0,ignore;heedless;unheard
🌄,sunrise over mountains,3,0,idyllic;hinterland;idyll
🪝,hook,3,1,hook;snag;hooked
♈️,Aries,3,0,horoscope;zodiac;zodiacal
🌩️,cloud with lightning,3,0,inclement;rumble;inclemency
🤯,exploding head,3,0,paradox;paradoxical;inconceivable
🖊️,pen,3,2,marker;pen;indelible
💤,ZZZ,3,0,inert;inertia;inertial
🍵,teacup without handle,3,1,tea;infuse;infusion
🍁,maple leaf,3,3,leaf;leaves;maple
🗽,Statue of Liberty,3,2,liberty;monument;monumental
🍭,lollipop,3,2,lollipop;lollypop;sucker
🦭,seal,3,2,seal;walrus;manatee
🔹,small blue diamond,3,0,mini;minuscule;modicum
🌮,taco,3,3,nachos;taco;tortilla
🤳,selfie,3,0,narcissism;narcissist;narcissistic
🐙,octopus,3,2,octopus;tentacle;octopi
🛰️,satellite,3,2,orbit;satellite;orbital
🪂,parachute,3,1,parachute;parachutist;paratrooper
🛤️,railway track,3,2,path;track;unpaved
💷,pound banknote,3,0,pence;pound;quid
☹️,frowning face,3,3,pessimism;pessimist;pessimistic
🍚,cooked rice,3,1,rice;pilaf;pilaff
🦿,mechanical leg,3,1,prosthesis;prostheses;prosthetic
🏈,american football,3,0,punt;scrimmage;tackle
👛,purse,3,2,purse;wallet;purser
🥼,lab coat,3,0,robe;tattered;tatter
🌂,closed umbrella,3,0,rubber;rubberize;rubbery
⛷️,skier,3,1,ski;slalom;schuss
🫨,shaking face,3,0,shaken;shaky;shook
🛷,sled,3,3,sled;sleigh;toboggan
🐽,pig nose,3,1,snout;snort;snuffle
🔸,small orange diamond,3,0,speck;speckle;speckled
🦓,zebra,3,3,stripe;striped;zebra
🤾,person playing handball,3,1,throw;thrown;toss
🐅,tiger,3,1,tiger;tigress;wild
🫄,pregnant person,3,0,uterus;uteri;uterine
🏧,ATM sign,3,0,vend;vender;withdrawal
📳,vibration mode,3,1,vibrate;vibration;vibrator
🪗,accordion,2,1,accordion;concertina
🎧️,headphone,2,0,audiophile;acoustics
🧿,nazar amulet,2,1,amulet;talisman
⚒️,hammer and pick,2,1,anvil;calk
🌕️,full moon,2,0,apogee;perigee
🦾,mechanical arm,2,0,bionic;appendage
🦂,scorpion,2,1,scorpion;arthropod
🕉️,om,2,0,mantra;ashram
🦇,bat,2,1,bat;batty
📟️,pager,2,2,beeper;pager
🪲,beetle,2,1,beetle;scarab
🎿,skis,2,0,biathlon;mogul
📒,ledger,2,1,binder;ledger
👱,person: blond hair,2,0,blond;wig
🐗,boar,2,1,boar;peccary
🛥️,motor boat,2,1,boat;submersible
😝,squinting face with tongue,2,0,brat;bratty
🚒,fire engine,2,1,hydrant;brigade
🚃,railway car,2,0,caboose;rail
🐤,baby chick,2,2,canary;chick
🎠,carousel horse,2,1,carousel;carrousel
🪦,headstone,2,1,epitaph;cenotaph
🥥,coconut,2,1,coconut;copra
🎊,confetti ball,2,1,confetti;festoon
🍘,rice cracker,2,1,cracker;saltine
🚸,children crossing,2,0,crossing;hooky
🥏,flying disc,2,0,discus;fling
☑️,check box with check,2,0,each;elective
🌒,waxing crescent moon,2,1,eclipse;wane
⏏️,eject button,2,1,eject;ejection
💚,green heart,2,0,emerald;jade
🫥,dotted line face,2,0,inconspicuous;enshroud
⌛️,hourglass done,2,1,expire;expiration
🪰,fly,2,1,fly;swat
⛲️,fountain,2,1,fountain;fount
🧁,cupcake,2,1,muffin;frosting
🚡,aerial tramway,2,0,funicular;gondola
🌷,tulip,2,2,garden;tulip
🗻,mount fuji,2,0,giant;jag
🦒,giraffe,2,1,giraffe;neck
🎽,running shirt,2,0,gird;girt
🍡,dango,2,1,marshmallow;glutinous
🔲,black square button,2,0,grid;grille
👠,high-heeled shoe,2,1,stiletto;heel
🔶,large orange diamond,2,0,hexagon;hexagonal
😘,face blowing a kiss,2,0,hickey;sweetie
🏒,ice hockey,2,2,hockey;puck
⌚️,watch,2,1,watch;horology
📇,card index,2,1,index;indices
📓,notebook,2,1,journal;pad
🫖,teapot,2,1,kettle;samovar
🏯,Japanese castle,2,1,pagoda;lamasery
🔦,flashlight,2,1,torch;laser
🦞,lobster,2,1,lobster;pincers
🦦,otter,2,1,otter;marten
🤱,breast-feeding,2,0,maternal;nurture
🧫,petri dish,2,0,membrane;membranous
🍿,popcorn,2,1,snack;munchies
9️⃣,keycap: 9,2,1,nine;ninth
🚭️,no smoking,2,1,nonsmoking;smokeless
▶️,play button,2,0,onset;resumption
🙆,person gesturing OK,2,0,outstretched;overreach
☂️,umbrella,2,2,parasol;umbrella
🍨,ice cream,2,1,sundae;parfait
🚓,police car,2,1,patrol;precinct
🦚,peacock,2,1,peacock;preen
🍐,pear,2,1,pear;quince
🩷,pink heart,2,1,pink;pinkish
🦔,hedgehog,2,1,porcupine;urchin
🟥,red square,2,1,rectangle;rectangular
🦏,rhinoceros,2,2,rhino;rhinoceros
⛸️,ice skate,2,2,rink;skate
🛴,kick scooter,2,1,scooter;scoot
🍧,shaved ice,2,1,sorbet;sherbet
👫,woman and man holding hands,2,1,sibling;twosome
🦥,sloth,2,1,sloth;slothful
🥢,chopsticks,2,0,stick;tongs
✒️,black nib,2,1,stylus;styli
🏄️,person surfing,2,2,surf;surfing
🕍,synagogue,2,2,synagog;synagogue
☎️,telephone,2,1,telephone;telephonic
🚏,bus stop,2,0,terminus;termini
🤣,rolling on the floor laughing,2,0,tickle;ticklish
💱,currency exchange,2,0,trade;trader
🈳,Japanese “vacancy” button,2,0,vacancy;vacant
🫦,biting lip,2,0,vagina;vaginal
🧛,vampire,2,1,vampire;vamp
🗯️,right anger bubble,2,0,vilification;vilify
🐳,spouting whale,2,1,whale;whaling
🪽,wing,2,0,wing;winged
📆,tear-off calendar,1,0,advent
🪹,empty nest,1,0,aerie
🅰️,A button (blood type),1,0,alpha
🔎,magnifying glass tilted right,1,0,aspect
✳️,eight-spoked asterisk,1,1,asterisk
🙎,person pouting,1,0,attitude
🥑,avocado,1,1,avocado
⛱️,umbrella on ground,1,0,awning
🏸,badminton,1,1,badminton
🥯,bagel,1,1,bagel
🎍,pine decoration,1,1,bamboo
🪕,banjo,1,1,banjo
💈,barber pole,1,1,barber
